energy,productivity,fun,hunger
0.748729,0.921484,0.645162,0.842141
0.748654,0.921335,0.645098,0.842057
0.748205,0.921185,0.645033,0.841973
0.747756,0.921036,0.644969,0.841889
0.747307,0.920887,0.644904,0.841805
0.746859,0.920738,0.64484,0.84172
0.746411,0.920589,0.644775,0.841636
0.745963,0.92044,0.644711,0.841552
0.745516,0.92029,0.644646,0.841468
0.745068,0.920141,0.644582,0.841384
0.744621,0.919992,0.644517,0.8413
0.744175,0.919843,0.644453,0.841216
0.743728,0.919694,0.644389,0.841131
0.743282,0.919545,0.644324,0.841047
0.742836,0.919396,0.64426,0.840963
0.74239,0.919248,0.644195,0.840879
0.741945,0.919099,0.644131,0.840795
0.7415,0.91895,0.644066,0.840711
0.741055,0.918801,0.644002,0.840627
0.74061,0.918652,0.643938,0.840543
0.740166,0.918503,0.643873,0.840459
0.739722,0.918354,0.643809,0.840375
0.739278,0.918206,0.643744,0.840291
0.738835,0.918057,0.64368,0.840207
0.738391,0.917908,0.643616,0.840123
0.737948,0.91776,0.643551,0.840039
0.737506,0.917611,0.643487,0.839955
0.737063,0.917462,0.643423,0.839871
0.736621,0.917314,0.643358,0.839787
0.736179,0.917165,0.643294,0.839703
0.735737,0.917017,0.64323,0.839619
0.735664,0.916868,0.643165,0.839535
0.73559,0.91672,0.643101,0.839451
0.735517,0.916571,0.643037,0.839367
0.735443,0.916423,0.642972,0.839283
0.73537,0.916274,0.642908,0.839199
0.735296,0.916126,0.642844,0.839115
0.735223,0.915977,0.64278,0.839031
0.735149,0.915829,0.642715,0.838947
0.735076,0.915681,0.642651,0.838863
0.735002,0.915532,0.642587,0.838779
0.734929,0.915384,0.642522,0.838696
0.734855,0.915236,0.642458,0.838612
0.734782,0.915087,0.642394,0.838528
0.734708,0.914939,0.64233,0.838444
0.734635,0.914791,0.642265,0.83836
0.734561,0.914643,0.642201,0.838276
0.734488,0.914495,0.642137,0.838192
0.734414,0.914347,0.642073,0.838109
0.734341,0.914199,0.642009,0.838025
0.734267,0.91405,0.641944,0.837941
0.734194,0.913902,0.64188,0.837857
0.734121,0.913754,0.641816,0.837773
0.734047,0.913606,0.641752,0.83769
0.733974,0.913458,0.641688,0.837606
0.7339,0.91331,0.641624,0.837522
0.733827,0.913162,0.641559,0.837438
0.733754,0.913015,0.641495,0.837355
0.73368,0.912867,0.641431,0.837271
0.733607,0.912719,0.641367,0.837187
0.733533,0.912571,0.641303,0.837103
0.73346,0.912423,0.641239,0.83702
0.733387,0.912275,0.641175,0.836936
0.733313,0.912128,0.64111,0.836852
0.73324,0.91198,0.641046,0.836769
0.733167,0.911832,0.640982,0.836685
0.733093,0.911684,0.640918,0.836601
0.73302,0.911537,0.640854,0.836518
0.732947,0.911389,0.64079,0.836434
0.732874,0.911241,0.640726,0.83635
0.7328,0.911094,0.640662,0.836267
0.732727,0.910946,0.640598,0.836183
0.732654,0.910799,0.640534,0.836099
0.73258,0.910651,0.64047,0.836016
0.732507,0.910504,0.640406,0.835932
0.732434,0.910356,0.640341,0.835849
0.732361,0.910209,0.640277,0.835765
0.732287,0.910061,0.640213,0.835682
0.732214,0.909914,0.640149,0.835598
0.732141,0.909767,0.640085,0.835514
0.732068,0.909619,0.640021,0.835431
0.731995,0.909472,0.639957,0.835347
0.731921,0.909325,0.639893,0.835264
0.731848,0.909177,0.639829,0.83518
0.731775,0.90903,0.639765,0.835097
0.731702,0.908883,0.639701,0.835013
0.731629,0.908736,0.639637,0.83493
0.731555,0.908588,0.639573,0.834846
0.731482,0.908441,0.63951,0.834763
0.731409,0.908294,0.639446,0.834679
0.731336,0.908147,0.639382,0.834596
0.731263,0.908,0.639318,0.834512
0.73119,0.907853,0.639254,0.834429
0.731117,0.907706,0.63919,0.834345
0.731044,0.907559,0.639126,0.834262
0.73097,0.907412,0.639062,0.834179
0.730897,0.907265,0.638998,0.834095
0.730824,0.907118,0.638934,0.834012
0.730751,0.906971,0.63887,0.833928
0.730678,0.906824,0.638806,0.833845
0.730605,0.906677,0.638743,0.833762
0.730532,0.90653,0.638679,0.833678
0.730459,0.906383,0.638615,0.833595
0.730386,0.906236,0.638551,0.833511
0.730313,0.90609,0.638487,0.833428
0.73024,0.905943,0.638423,0.833345
0.730167,0.905796,0.638359,0.833261
0.730094,0.905649,0.638296,0.833178
0.730021,0.905503,0.638232,0.833095
0.729948,0.905356,0.638168,0.833011
0.729875,0.905209,0.638104,0.832928
0.729802,0.905063,0.63804,0.832845
0.729729,0.904916,0.637976,0.832762
0.729656,0.90477,0.637913,0.832678
0.729583,0.904623,0.637849,0.832595
0.72951,0.904477,0.637785,0.832512
0.729437,0.90433,0.637721,0.832429
0.729364,0.904184,0.637658,0.832345
0.729291,0.904037,0.637594,0.832262
0.729218,0.903891,0.63753,0.832179
0.729145,0.903744,0.637466,0.832096
0.729072,0.903598,0.637403,0.832012
0.728999,0.903452,0.637339,0.831929
0.728926,0.903305,0.637275,0.831846
0.728854,0.903159,0.637211,0.831763
0.728781,0.903013,0.637148,0.83168
0.728708,0.902866,0.637084,0.831596
0.728635,0.90272,0.63702,0.831513
0.728562,0.902574,0.636956,0.83143
0.728489,0.902428,0.636893,0.831347
0.728416,0.902281,0.636829,0.831264
0.728344,0.902135,0.636765,0.831181
0.728271,0.901989,0.636702,0.831098
0.728198,0.901843,0.636638,0.831015
0.728125,0.901697,0.636574,0.830931
0.728052,0.901551,0.636511,0.830848
0.727979,0.901405,0.636447,0.830765
0.727907,0.901259,0.636383,0.830682
0.727834,0.901113,0.63632,0.830599
0.727761,0.900967,0.636256,0.830516
0.727688,0.900821,0.636193,0.830433
0.727616,0.900675,0.636129,0.83035
