energy,productivity,fun,hunger
0.811929,0.739,0.714122,0.753303
0.811847,0.738952,0.714051,0.753227
0.811766,0.738905,0.713979,0.753152
0.811685,0.738857,0.713908,0.753077
0.811604,0.73881,0.713837,0.753001
0.811523,0.738762,0.713765,0.752926
0.811442,0.738715,0.713694,0.752851
0.81136,0.738667,0.713622,0.752775
0.811279,0.73862,0.713551,0.7527
0.811198,0.738572,0.71348,0.752625
0.811117,0.738524,0.713408,0.75255
0.811036,0.738477,0.713337,0.752474
0.810955,0.738429,0.713266,0.752399
0.810874,0.738382,0.713194,0.752324
0.810793,0.738334,0.713123,0.752249
0.810712,0.738287,0.713052,0.752173
0.81063,0.738239,0.71298,0.752098
0.810549,0.738192,0.712909,0.752023
0.810468,0.738144,0.712838,0.751948
0.810387,0.738097,0.712767,0.751873
0.810306,0.738049,0.712695,0.751797
0.810225,0.738002,0.712624,0.751722
0.810144,0.737954,0.712553,0.751647
0.810063,0.737907,0.712481,0.751572
0.809982,0.737859,0.71241,0.751497
0.809901,0.737812,0.712339,0.751422
0.80982,0.737764,0.712268,0.751346
0.809739,0.737717,0.712197,0.751271
0.809658,0.737669,0.712125,0.751196
0.809577,0.737622,0.712054,0.751121
0.809496,0.737574,0.711983,0.751046
0.809415,0.737527,0.711912,0.750971
0.809334,0.737479,0.71184,0.750896
0.809254,0.737432,0.711769,0.750821
0.809173,0.737385,0.711698,0.750746
0.809092,0.737337,0.711627,0.750671
0.809011,0.73729,0.711556,0.750595
0.80893,0.737242,0.711485,0.75052
0.808849,0.737195,0.711413,0.750445
0.808768,0.737147,0.711342,0.75037
0.808687,0.7371,0.711271,0.750295
0.808606,0.737052,0.7112,0.75022
0.808525,0.737005,0.711129,0.750145
0.808445,0.736957,0.711058,0.75007
0.808364,0.73691,0.710987,0.749995
0.808283,0.736863,0.710916,0.74992
0.808202,0.736815,0.710845,0.749845
0.808121,0.736768,0.710773,0.74977
0.80804,0.73672,0.710702,0.749695
0.80796,0.736673,0.710631,0.74962
0.807879,0.736625,0.71056,0.749545
0.807798,0.736578,0.710489,0.74947
0.807717,0.736531,0.710418,0.749395
0.807637,0.736483,0.731658,0.74932
0.807152,0.736436,0.731584,0.749246
0.806668,0.736388,0.731511,0.749171
0.806184,0.736341,0.731438,0.749096
0.8057,0.736294,0.731365,0.749021
0.805217,0.736246,0.731292,0.748946
0.804734,0.736199,0.731219,0.748871
0.804251,0.736152,0.731146,0.748796
0.803768,0.736104,0.731072,0.748721
0.803286,0.736057,0.730999,0.748646
0.802804,0.736009,0.730926,0.748571
0.802323,0.735962,0.730853,0.748497
0.801841,0.735915,0.73078,0.748422
0.80136,0.735867,0.730707,0.748347
0.800879,0.73582,0.730634,0.748272
0.800399,0.735773,0.730561,0.748197
0.799919,0.735725,0.730488,0.748122
0.799439,0.735678,0.730415,0.748048
0.798959,0.73563,0.730342,0.747973
0.79848,0.735583,0.730269,0.747898
0.798001,0.735536,0.730196,0.747823
0.797522,0.735488,0.730123,0.747748
0.797044,0.735441,0.73005,0.747674
0.796565,0.735394,0.729977,0.747599
0.796087,0.735346,0.729904,0.747524
0.79561,0.735299,0.729831,0.747449
0.795132,0.735252,0.729758,0.747375
0.794655,0.735204,0.729685,0.7473
0.794179,0.735157,0.729612,0.747225
0.793702,0.73511,0.729539,0.74715
0.793226,0.735062,0.729466,0.747076
0.79275,0.735015,0.729393,0.747001
0.792275,0.734968,0.72932,0.746926
0.791799,0.734921,0.729247,0.746852
0.791324,0.734873,0.729174,0.746777
0.790849,0.734826,0.729101,0.746702
0.790375,0.734779,0.729028,0.746628
0.789901,0.734731,0.728955,0.746553
0.789822,0.734684,0.728882,0.746478
0.789743,0.734637,0.728809,0.746404
0.789664,0.73459,0.728737,0.746329
0.789585,0.734542,0.728664,0.746254
0.789506,0.734495,0.728591,0.74618
0.789427,0.734448,0.728518,0.746105
0.789348,0.7344,0.728445,0.746031
0.789269,0.734353,0.728372,0.745956
0.78919,0.734306,0.728299,0.745881
0.789111,0.734259,0.728227,0.745807
0.789032,0.734211,0.728154,0.745732
0.788953,0.734164,0.728081,0.745658
0.788875,0.734117,0.728008,0.745583
0.788796,0.73407,0.727935,0.745508
0.788717,0.734022,0.727863,0.745434
0.788638,0.733975,0.72779,0.745359
0.788559,0.733928,0.727717,0.745285
0.78848,0.733881,0.727644,0.74521
0.788401,0.733833,0.727571,0.745136
0.788322,0.733786,0.727499,0.745061
0.788244,0.733739,0.727426,0.744987
0.788165,0.733692,0.727353,0.744912
0.788086,0.733644,0.727281,0.744838
0.788007,0.733597,0.727208,0.744763
0.787928,0.73355,0.727135,0.744689
0.78785,0.733503,0.727062,0.744614
0.787771,0.733456,0.72699,0.74454
0.787692,0.733408,0.726917,0.744465
0.787613,0.733361,0.726844,0.744391
0.787534,0.733314,0.726772,0.744317
0.787456,0.733267,0.726699,0.744242
0.787377,0.73322,0.726626,0.744168
0.787298,0.733172,0.726554,0.744093
0.78722,0.733125,0.726481,0.744019
0.787141,0.733078,0.726408,0.743944
0.787062,0.733031,0.726336,0.74387
0.786983,0.732984,0.726263,0.743796
0.786905,0.732936,0.72619,0.743721
0.786826,0.732889,0.726118,0.743647
0.786747,0.732842,0.726045,0.743573
0.786669,0.732795,0.725973,0.743498
0.78659,0.732748,0.7259,0.743424
0.786511,0.732701,0.725827,0.74335
0.786433,0.732653,0.725755,0.743275
0.786354,0.732606,0.725682,0.743201
0.786275,0.732559,0.72561,0.743127
0.786197,0.732512,0.725537,0.743052
0.786118,0.732465,0.725464,0.742978
0.78604,0.732418,0.725392,0.742904
0.785961,0.732371,0.725319,0.742829
0.785882,0.732323,0.725247,0.742755
0.785804,0.732276,0.725174,0.742681
0.785725,0.732229,0.725102,0.742607
0.785647,0.732182,0.725029,0.742532
0.785568,0.732135,0.724957,0.742458
0.785489,0.732088,0.724884,0.742384
0.785411,0.732041,0.724812,0.74231
0.785332,0.731994,0.724739,0.742235
0.785254,0.731946,0.724667,0.742161
0.785175,0.731899,0.724594,0.742087
0.785097,0.731852,0.724522,0.742013
0.785018,0.731805,0.72445,0.741938
0.78494,0.731758,0.724377,0.741864
0.784861,0.731711,0.724305,0.74179
0.784783,0.731664,0.724232,0.741716
0.784704,0.731617,0.72416,0.741642
0.784626,0.73157,0.724087,0.741568
0.784547,0.731523,0.724015,0.741493
0.784469,0.731475,0.723943,0.741419
0.78439,0.731428,0.72387,0.741345
0.784312,0.731381,0.723798,0.741271
0.784234,0.731334,0.723725,0.741197
0.784155,0.731287,0.723653,0.741123
0.784077,0.73124,0.723581,0.741049
0.783998,0.731193,0.723508,0.740974
0.78392,0.731146,0.723436,0.7409
0.783842,0.731099,0.723364,0.740826
0.783763,0.731052,0.723291,0.740752
0.783685,0.731005,0.723219,0.740678
0.783606,0.730958,0.723147,0.740604
0.783528,0.730911,0.723074,0.74053
0.78345,0.730864,0.723002,0.740456
0.783371,0.730817,0.72293,0.740382
0.783293,0.73077,0.722857,0.740308
0.783215,0.730723,0.722785,0.740234
0.783136,0.730676,0.722713,0.74016
0.783058,0.730628,0.722641,0.740086
0.78298,0.730581,0.722568,0.740012
0.782901,0.730534,0.722496,0.739938
0.782823,0.730487,0.722424,0.739864
0.782745,0.73044,0.722352,0.73979
0.782667,0.730393,0.722279,0.739716
0.782588,0.730346,0.722207,0.739642
0.78251,0.730299,0.722135,0.739568
0.782432,0.730252,0.722063,0.739494
0.782354,0.730205,0.72199,0.73942
0.782275,0.730158,0.721918,0.739346
0.782197,0.730111,0.721846,0.739272
0.782119,0.730064,0.721774,0.739198
0.782041,0.730017,0.721702,0.739124
0.781963,0.72997,0.72163,0.73905
0.781884,0.729923,0.721557,0.738976
0.781806,0.729876,0.721485,0.738903
0.781728,0.729829,0.721413,0.738829
0.78165,0.729782,0.721341,0.738755
0.781572,0.729735,0.721269,0.738681
0.781493,0.729689,0.721197,0.738607
0.781415,0.729642,0.721125,0.738533
0.781337,0.729595,0.721052,0.738459
0.781259,0.729548,0.72098,0.738385
0.781181,0.729501,0.720908,0.738312
0.781103,0.729454,0.720836,0.738238
0.781025,0.729407,0.720764,0.738164
0.780947,0.72936,0.720692,0.73809
0.780868,0.729313,0.72062,0.738016
0.78079,0.729266,0.720548,0.737943
0.780712,0.729219,0.720476,0.737869
0.780634,0.729172,0.720404,0.737795
0.780556,0.729125,0.720332,0.737721
0.780478,0.729078,0.72026,0.737647
0.7804,0.729031,0.720188,0.737574
0.780322,0.728984,0.720116,0.7375
0.780244,0.728937,0.720044,0.737426
0.780166,0.728891,0.719972,0.737352
0.780088,0.728844,0.7199,0.737279
0.78001,0.728797,0.719828,0.737205
0.779932,0.72875,0.719756,0.737131
0.779854,0.728703,0.719684,0.737058
0.779776,0.728656,0.719612,0.736984
0.779698,0.728609,0.71954,0.73691
0.77962,0.728562,0.719468,0.736836
0.779542,0.728515,0.719396,0.736763
0.779464,0.728468,0.719324,0.736689
0.779386,0.728422,0.719252,0.736615
0.779308,0.728375,0.71918,0.736542
0.77923,0.728328,0.719108,0.736468
0.779152,0.728281,0.719036,0.736394
