energy,productivity,fun,hunger
0.74752,0.483399,0.638347,0.676998
0.747445,0.483324,0.638283,0.676931
0.746996,0.483248,0.638219,0.676863
0.746548,0.483172,0.638155,0.676795
0.7461,0.483096,0.638091,0.676728
0.745653,0.48302,0.638028,0.67666
0.745205,0.482944,0.637964,0.676592
0.744758,0.482868,0.6379,0.676525
0.744312,0.482793,0.637836,0.676457
0.743865,0.482717,0.637772,0.676389
0.743419,0.482641,0.637709,0.676322
0.742973,0.482565,0.637645,0.676254
0.742527,0.482489,0.637581,0.676187
0.742081,0.482414,0.637517,0.676119
0.741636,0.482338,0.637454,0.676051
0.741191,0.482262,0.63739,0.675984
0.740747,0.482186,0.637326,0.675916
0.740302,0.482111,0.637262,0.675848
0.739858,0.482035,0.637199,0.675781
0.739414,0.481959,0.637135,0.675713
0.738971,0.481884,0.637071,0.675646
0.738527,0.481808,0.637007,0.675578
0.738084,0.481732,0.636944,0.675511
0.737641,0.481657,0.63688,0.675443
0.737199,0.481581,0.636816,0.675376
0.736757,0.481505,0.636753,0.675308
0.736315,0.48143,0.636689,0.67524
0.735873,0.481354,0.636625,0.675173
0.735431,0.481279,0.636562,0.675105
0.73499,0.481203,0.636498,0.675038
0.734549,0.481127,0.636434,0.67497
0.734108,0.481052,0.636371,0.674903
0.733668,0.480976,0.636307,0.674835
0.733228,0.480901,0.636243,0.674768
0.732788,0.480825,0.63618,0.6747
0.732348,0.48075,0.636116,0.674633
0.731909,0.480674,0.636053,0.674566
0.73147,0.480599,0.635989,0.674498
0.731031,0.480523,0.635925,0.674431
0.730592,0.480448,0.635862,0.674363
0.730154,0.480372,0.635798,0.674296
0.729716,0.480297,0.635735,0.674228
0.729278,0.480222,0.635671,0.674161
0.728841,0.480146,0.635608,0.674093
0.728403,0.480071,0.635544,0.674026
0.727966,0.479995,0.63548,0.673959
0.72753,0.47992,0.635417,0.673891
0.727093,0.479845,0.635353,0.673824
0.726657,0.479769,0.63529,0.673756
0.726221,0.479694,0.635226,0.673689
0.725785,0.479619,0.635163,0.673622
0.72535,0.479543,0.635099,0.673554
0.724915,0.479468,0.635036,0.673487
0.72448,0.479393,0.634972,0.67342
0.724045,0.479317,0.634909,0.673352
0.723611,0.479242,0.634845,0.673285
0.723177,0.479167,0.634782,0.673218
0.722743,0.479092,0.634718,0.67315
0.722309,0.479016,0.634655,0.673083
0.721876,0.478941,0.634591,0.673016
0.721443,0.478866,0.634528,0.672948
0.72101,0.478791,0.634464,0.672881
0.720577,0.478716,0.634401,0.672814
0.720145,0.47864,0.634338,0.672747
0.719713,0.478565,0.634274,0.672679
0.719281,0.47849,0.634211,0.672612
0.71885,0.478415,0.634147,0.672545
0.718418,0.47834,0.634084,0.672477
0.717628,0.478743,0.632752,0.67241
0.716839,0.479147,0.631424,0.672343
0.71605,0.47955,0.630098,0.672276
0.715263,0.479955,0.628775,0.672209
0.714476,0.480359,0.627454,0.672141
0.71369,0.480764,0.626137,0.672074
0.712905,0.481169,0.624822,0.672007
0.712121,0.481575,0.62351,0.67194
0.711338,0.48198,0.622201,0.671873
0.710555,0.482387,0.620894,0.671805
0.709774,0.482793,0.619591,0.671738
0.708993,0.4832,0.61829,0.671671
0.708213,0.483607,0.616991,0.671604
0.707434,0.484015,0.615696,0.671537
0.706656,0.484423,0.614403,0.671469
0.705879,0.484831,0.613113,0.671402
0.705103,0.48524,0.611825,0.671335
0.704327,0.485649,0.610541,0.671268
0.703552,0.486058,0.609259,0.671201
0.702779,0.486468,0.607979,0.671134
0.702006,0.486878,0.606703,0.671067
0.701233,0.487288,0.605429,0.671
0.700462,0.487699,0.604158,0.670933
0.699692,0.48811,0.602889,0.670865
0.698922,0.488521,0.601623,0.670798
0.698153,0.488933,0.60036,0.670731
0.697386,0.489345,0.599099,0.670664
0.696618,0.489757,0.597841,0.670597
0.695852,0.49017,0.596586,0.67053
0.695087,0.490583,0.595333,0.670463
0.694322,0.490997,0.594083,0.670396
0.693559,0.491411,0.592835,0.670329
0.692796,0.491825,0.591591,0.670262
0.692034,0.492239,0.590348,0.670195
0.691273,0.492654,0.589109,0.670128
0.690512,0.493069,0.587872,0.670061
0.689753,0.493485,0.586637,0.669994
0.688994,0.493901,0.585406,0.669927
0.688236,0.494317,0.584176,0.66986
0.687479,0.494734,0.58295,0.669793
0.686723,0.495151,0.581726,0.669726
0.685968,0.495568,0.580504,0.669659
0.685213,0.495986,0.579285,0.669592
0.68446,0.496404,0.578069,0.669525
0.683707,0.496822,0.576855,0.669458
0.682955,0.497241,0.575644,0.669391
0.682204,0.49766,0.574435,0.669324
0.681453,0.498079,0.573229,0.669257
0.680704,0.498499,0.572025,0.66919
0.679955,0.498919,0.570824,0.669123
0.679207,0.49934,0.569625,0.669056
0.67846,0.499761,0.568429,0.66899
0.677714,0.500182,0.567236,0.668923
0.676968,0.500603,0.566045,0.668856
0.676224,0.501025,0.564856,0.668789
0.67548,0.501448,0.56367,0.668722
0.674737,0.50187,0.562486,0.668655
0.673995,0.502293,0.561305,0.668588
0.673254,0.502717,0.560127,0.668521
0.672513,0.50314,0.55895,0.668455
0.671773,0.503564,0.557777,0.668388
0.671035,0.503989,0.556605,0.668321
0.670297,0.504413,0.555437,0.668254
0.669559,0.504839,0.55427,0.668187
0.668823,0.505264,0.553107,0.66812
0.668087,0.50569,0.551945,0.668054
0.667352,0.506116,0.550786,0.667987
0.666618,0.506543,0.54963,0.66792
0.665885,0.50697,0.548475,0.667853
0.665153,0.507397,0.547324,0.667786
0.664421,0.507825,0.546175,0.66772
0.66369,0.508253,0.545028,0.667653
0.66296,0.508681,0.543883,0.667586
0.662231,0.50911,0.542741,0.667519
0.661503,0.509539,0.541602,0.667453
0.660775,0.509968,0.540464,0.667386
0.660048,0.510398,0.539329,0.667319
0.659322,0.510828,0.538197,0.667252
0.658597,0.511259,0.537067,0.667186
0.657873,0.51169,0.535939,0.667119
0.657149,0.512121,0.534814,0.667052
0.656426,0.512552,0.533691,0.666985
0.655704,0.512984,0.53257,0.666919
0.654983,0.513417,0.531452,0.666852
0.654263,0.51385,0.530336,0.666785
0.653543,0.514283,0.529222,0.666719
0.652824,0.514716,0.528111,0.666652
0.652106,0.51515,0.527002,0.666585
0.651389,0.515584,0.525895,0.666519
0.650673,0.516019,0.524791,0.666452
0.649957,0.516453,0.523689,0.666385
0.649242,0.516889,0.52259,0.666319
0.648528,0.517324,0.521492,0.666252
0.647815,0.51776,0.520397,0.666186
0.647102,0.518197,0.519304,0.666119
0.64639,0.518634,0.518214,0.666052
0.645679,0.519071,0.517126,0.665986
0.644969,0.519508,0.51604,0.665919
0.64426,0.519946,0.514956,0.665852
