energy,productivity,fun,hunger
0.751347,0.810868,0.656548,0.762141
0.751272,0.810727,0.656483,0.762065
0.750821,0.810585,0.656417,0.761989
0.750371,0.810443,0.656351,0.761912
0.74992,0.810302,0.656286,0.761836
0.749471,0.81016,0.65622,0.76176
0.749021,0.810019,0.656154,0.761684
0.748571,0.809877,0.656089,0.761608
0.748122,0.809735,0.656023,0.761531
0.747674,0.809594,0.655958,0.761455
0.747225,0.809452,0.655892,0.761379
0.746777,0.809311,0.655826,0.761303
0.746329,0.80917,0.655761,0.761227
0.745881,0.809028,0.655695,0.761151
0.745433,0.808887,0.65563,0.761075
0.744986,0.808745,0.655564,0.760999
0.744539,0.808604,0.655499,0.760922
0.744093,0.808463,0.655433,0.760846
0.743646,0.808321,0.655368,0.76077
0.7432,0.80818,0.655302,0.760694
0.742754,0.808039,0.655236,0.760618
0.742308,0.807898,0.655171,0.760542
0.741863,0.807757,0.655105,0.760466
0.741418,0.807615,0.65504,0.76039
0.740973,0.807474,0.654974,0.760314
0.740529,0.807333,0.654909,0.760238
0.740084,0.807192,0.654843,0.760162
0.73964,0.807051,0.654778,0.760086
0.739197,0.80691,0.654712,0.76001
0.738753,0.806769,0.654647,0.759934
0.73831,0.806628,0.654582,0.759858
0.737867,0.806487,0.654516,0.759782
0.737424,0.806346,0.654451,0.759706
0.736982,0.806205,0.654385,0.75963
0.73654,0.806064,0.65432,0.759554
0.736098,0.805923,0.654254,0.759478
0.735656,0.805782,0.654189,0.759402
0.735215,0.805642,0.654123,0.759326
0.734774,0.805501,0.654058,0.75925
0.734333,0.80536,0.653993,0.759174
0.733892,0.805219,0.653927,0.759098
0.733452,0.805079,0.653862,0.759022
0.733012,0.804938,0.653796,0.758947
0.732572,0.804797,0.653731,0.758871
0.732133,0.804657,0.653666,0.758795
0.731694,0.804516,0.6536,0.758719
0.731255,0.804375,0.653535,0.758643
0.730816,0.804235,0.65347,0.758567
0.730377,0.804094,0.653404,0.758491
0.729939,0.803954,0.653339,0.758415
0.729501,0.803813,0.653274,0.75834
0.729064,0.803673,0.653208,0.758264
0.728626,0.803532,0.653143,0.758188
0.728189,0.803392,0.653078,0.758112
0.727752,0.803251,0.653012,0.758036
0.727316,0.803111,0.652947,0.75796
0.726879,0.802971,0.652882,0.757885
0.726443,0.80283,0.652816,0.757809
0.726007,0.80269,0.652751,0.757733
0.725572,0.80255,0.652686,0.757657
0.725136,0.80241,0.652621,0.757582
0.724701,0.802269,0.652555,0.757506
0.724267,0.802129,0.65249,0.75743
0.723832,0.801989,0.652425,0.757354
0.723036,0.802651,0.651055,0.757279
0.722964,0.80251,0.65099,0.757203
0.722891,0.80237,0.650925,0.757127
0.722819,0.80223,0.65086,0.757051
0.722747,0.80209,0.650795,0.756976
0.722674,0.80195,0.650729,0.7569
0.722602,0.801809,0.650664,0.756824
0.72253,0.801669,0.650599,0.756749
0.722458,0.801529,0.650534,0.756673
0.722385,0.801389,0.650469,0.756597
0.722313,0.801249,0.650404,0.756522
0.722241,0.801109,0.650339,0.756446
0.722169,0.800969,0.650274,0.75637
0.722097,0.800829,0.650209,0.756295
0.722024,0.800689,0.650144,0.756219
0.721952,0.800549,0.650079,0.756143
0.72188,0.800409,0.650014,0.756068
0.721808,0.800269,0.649949,0.755992
0.721736,0.800129,0.649884,0.755917
0.721663,0.79999,0.649819,0.755841
0.721591,0.79985,0.649754,0.755765
0.721519,0.79971,0.649689,0.75569
0.721447,0.79957,0.649624,0.755614
0.721375,0.799431,0.649559,0.755539
0.721303,0.799291,0.649494,0.755463
0.721231,0.799151,0.649429,0.755388
0.721158,0.799011,0.649364,0.755312
0.721086,0.798872,0.649299,0.755237
0.721014,0.798732,0.649234,0.755161
0.720942,0.798593,0.649169,0.755086
0.72087,0.798453,0.649105,0.75501
0.720798,0.798314,0.64904,0.754935
0.720726,0.798174,0.648975,0.754859
0.720654,0.798035,0.64891,0.754784
0.720582,0.797895,0.648845,0.754708
0.72051,0.797756,0.64878,0.754633
0.720438,0.797616,0.648715,0.754557
0.720366,0.797477,0.64865,0.754482
0.720293,0.797337,0.648585,0.754406
0.720221,0.797198,0.648521,0.754331
0.720149,0.797059,0.648456,0.754255
0.720077,0.796919,0.648391,0.75418
0.720005,0.79678,0.648326,0.754105
0.719933,0.796641,0.648261,0.754029
0.719861,0.796502,0.648196,0.753954
0.719789,0.796363,0.648132,0.753878
0.719717,0.796223,0.648067,0.753803
0.719645,0.796084,0.648002,0.753728
0.719574,0.795945,0.647937,0.753652
0.719502,0.795806,0.647872,0.753577
0.71943,0.795667,0.647808,0.753501
0.719358,0.795528,0.647743,0.753426
0.719286,0.795389,0.647678,0.753351
0.719214,0.79525,0.647613,0.753275
0.719142,0.795111,0.647548,0.7532
0.71907,0.794972,0.647484,0.753125
