energy,productivity,fun,hunger
0.85826,0.617954,0.523506,0.698604
0.858174,0.617862,0.523454,0.698534
0.857659,0.61777,0.523401,0.698464
0.857145,0.617678,0.523349,0.698394
0.85663,0.617586,0.523297,0.698324
0.856116,0.617494,0.523244,0.698254
0.855603,0.617402,0.523192,0.698185
0.85509,0.61731,0.52314,0.698115
0.854577,0.617218,0.523087,0.698045
0.854064,0.617126,0.523035,0.697975
0.853551,0.617034,0.522983,0.697905
0.853039,0.616942,0.522931,0.697836
0.852528,0.61685,0.522878,0.697766
0.852016,0.616759,0.522826,0.697696
0.851505,0.616667,0.522774,0.697626
0.850994,0.616575,0.522721,0.697556
0.850484,0.616483,0.522669,0.697487
0.849973,0.616391,0.522617,0.697417
0.849463,0.616299,0.522565,0.697347
0.848954,0.616208,0.522512,0.697277
0.848444,0.616116,0.52246,0.697208
0.847935,0.616024,0.522408,0.697138
0.847427,0.615932,0.522356,0.697068
0.846918,0.615841,0.522303,0.696999
0.84641,0.615749,0.522251,0.696929
0.845902,0.615657,0.522199,0.696859
0.845395,0.615566,0.522147,0.69679
0.844888,0.615474,0.522095,0.69672
0.844381,0.615382,0.522042,0.69665
0.843874,0.615291,0.52199,0.696581
0.843368,0.615199,0.521938,0.696511
0.842862,0.615107,0.521886,0.696441
0.842356,0.615016,0.521834,0.696372
0.841851,0.614924,0.521781,0.696302
0.841346,0.614833,0.521729,0.696232
0.840841,0.614741,0.521677,0.696163
0.840337,0.614649,0.521625,0.696093
0.839832,0.614558,0.521573,0.696023
0.839329,0.614466,0.52152,0.695954
0.838825,0.614375,0.521468,0.695884
0.838322,0.614283,0.521416,0.695815
0.837819,0.614192,0.521364,0.695745
0.837316,0.6141,0.521312,0.695676
0.836814,0.614009,0.52126,0.695606
0.836312,0.613918,0.521208,0.695536
0.83581,0.613826,0.521156,0.695467
0.835309,0.613735,0.521103,0.695397
0.834807,0.613643,0.521051,0.695328
0.834307,0.613552,0.520999,0.695258
0.834223,0.613461,0.520947,0.695189
0.83414,0.613369,0.520895,0.695119
0.834056,0.613278,0.520843,0.69505
0.833973,0.613187,0.520791,0.69498
0.833889,0.613095,0.520739,0.694911
0.833806,0.613004,0.520687,0.694841
0.833723,0.612913,0.520635,0.694772
0.833639,0.612821,0.520583,0.694702
0.833556,0.61273,0.52053,0.694633
0.833473,0.612639,0.520478,0.694563
0.833389,0.612548,0.520426,0.694494
0.833306,0.612456,0.520374,0.694424
0.833223,0.612365,0.520322,0.694355
0.833139,0.612274,0.52027,0.694285
0.833056,0.612183,0.520218,0.694216
0.832973,0.612092,0.520166,0.694147
0.832889,0.612001,0.520114,0.694077
0.832806,0.611909,0.520062,0.694008
0.832723,0.611818,0.52001,0.693938
0.832639,0.611727,0.519958,0.693869
0.832556,0.611636,0.519906,0.6938
0.832473,0.611545,0.519854,0.69373
0.83239,0.611454,0.519802,0.693661
0.832306,0.611363,0.51975,0.693592
0.832223,0.611272,0.519698,0.693522
0.83214,0.611181,0.519646,0.693453
0.832057,0.61109,0.519594,0.693383
0.831974,0.610999,0.519542,0.693314
0.83189,0.610908,0.51949,0.693245
0.831807,0.610817,0.519438,0.693175
0.831724,0.610726,0.519387,0.693106
0.831641,0.610635,0.519335,0.693037
0.831558,0.610544,0.519283,0.692968
0.831475,0.610453,0.519231,0.692898
0.831391,0.610362,0.519179,0.692829
0.831308,0.610271,0.519127,0.69276
0.831225,0.61018,0.519075,0.69269
0.831142,0.610089,0.519023,0.692621
0.831059,0.609999,0.518971,0.692552
0.830976,0.609908,0.518919,0.692483
0.830893,0.609817,0.518867,0.692413
0.83081,0.609726,0.518815,0.692344
0.830727,0.609635,0.518764,0.692275
0.830643,0.609545,0.518712,0.692206
0.83056,0.609454,0.51866,0.692136
0.830477,0.609363,0.518608,0.692067
0.830394,0.609272,0.518556,0.691998
0.830311,0.609182,0.518504,0.691929
0.830228,0.609091,0.518452,0.69186
0.830145,0.609,0.518401,0.69179
0.830062,0.608909,0.518349,0.691721
0.829979,0.608819,0.518297,0.691652
0.829896,0.608728,0.518245,0.691583
0.829813,0.608637,0.518193,0.691514
0.82973,0.608547,0.518141,0.691445
0.829647,0.608456,0.51809,0.691375
0.829564,0.608366,0.518038,0.691306
0.829481,0.608275,0.517986,0.691237
0.829398,0.608184,0.517934,0.691168
0.829315,0.608094,0.517882,0.691099
0.829232,0.608003,0.517831,0.69103
0.82915,0.607913,0.517779,0.690961
0.829067,0.607822,0.517727,0.690892
0.828984,0.607732,0.517675,0.690823
0.828901,0.607641,0.517624,0.690753
0.828818,0.607551,0.517572,0.690684
