energy,productivity,fun,hunger
0.584571,0.741722,0.829747,0.520827
0.584512,0.74158,0.829664,0.520775
0.584454,0.741438,0.829581,0.520723
0.584395,0.741296,0.829498,0.520671
0.584337,0.741154,0.829415,0.520619
0.584278,0.741012,0.829332,0.520567
0.58422,0.740871,0.829249,0.520515
0.584162,0.740729,0.829166,0.520463
0.584103,0.740587,0.829084,0.520411
0.584045,0.740446,0.829001,0.520359
0.583986,0.740304,0.828918,0.520307
0.583928,0.740162,0.828835,0.520255
0.58387,0.740021,0.828752,0.520203
0.583811,0.739879,0.828669,0.520151
0.583753,0.739738,0.828586,0.520099
0.583694,0.739596,0.828503,0.520047
0.583636,0.739455,0.828421,0.519995
0.583578,0.739313,0.828338,0.519943
0.583519,0.739172,0.828255,0.519891
0.583461,0.73903,0.828172,0.519839
0.583403,0.738889,0.828089,0.519787
0.583344,0.738747,0.828006,0.519735
0.583286,0.738606,0.827924,0.519683
0.583228,0.738465,0.827841,0.519631
0.583169,0.738324,0.827758,0.519579
0.583111,0.738182,0.827675,0.519527
0.583053,0.738041,0.827592,0.519475
0.582994,0.7379,0.82751,0.519423
0.582936,0.737759,0.827427,0.519371
0.582878,0.737618,0.827344,0.519319
0.58282,0.737476,0.827261,0.519267
0.582761,0.737335,0.827179,0.519215
0.582703,0.737194,0.827096,0.519163
0.582645,0.737053,0.827013,0.519111
0.582586,0.736912,0.826931,0.519059
0.582528,0.736771,0.826848,0.519008
0.58247,0.73663,0.826765,0.518956
0.582412,0.736489,0.826683,0.518904
0.582353,0.736349,0.8266,0.518852
0.582295,0.736208,0.826517,0.5188
0.582237,0.736067,0.826435,0.518748
0.582179,0.735926,0.826352,0.518696
0.582121,0.735785,0.826269,0.518644
0.582062,0.735644,0.826187,0.518592
0.582004,0.735504,0.826104,0.518541
0.581946,0.735363,0.826021,0.518489
0.581888,0.735222,0.825939,0.518437
0.58183,0.735082,0.825856,0.518385
0.581771,0.734941,0.825774,0.518333
0.581713,0.7348,0.825691,0.518281
0.581655,0.73466,0.825609,0.51823
0.581597,0.734519,0.825526,0.518178
0.581539,0.734379,0.825443,0.518126
0.581481,0.734238,0.825361,0.518074
0.581422,0.734098,0.825278,0.518022
0.581364,0.733957,0.825196,0.51797
0.581306,0.733817,0.825113,0.517919
0.581248,0.733677,0.825031,0.517867
0.58119,0.733536,0.824948,0.517815
0.581132,0.733396,0.824866,0.517763
0.581074,0.733256,0.824783,0.517712
0.581016,0.733115,0.824701,0.51766
0.580957,0.732975,0.824618,0.517608
0.580899,0.732835,0.824536,0.517556
0.580841,0.732695,0.824453,0.517505
0.580783,0.732554,0.824371,0.517453
0.580725,0.732414,0.824289,0.517401
0.580667,0.732274,0.824206,0.517349
0.580609,0.732134,0.824124,0.517298
0.580551,0.731994,0.824041,0.517246
0.580493,0.731854,0.823959,0.517194
0.580435,0.731714,0.823876,0.517142
0.580377,0.731574,0.823794,0.517091
0.580319,0.731434,0.823712,0.517039
0.580261,0.731294,0.823629,0.516987
0.580203,0.731154,0.823547,0.516936
0.580145,0.731014,0.823465,0.516884
0.580087,0.730875,0.823382,0.516832
0.580029,0.730735,0.8233,0.51678
0.579971,0.730595,0.823218,0.516729
0.579913,0.730455,0.823135,0.516677
0.579855,0.730315,0.823053,0.516625
0.579797,0.730176,0.822971,0.516574
0.579739,0.730036,0.822888,0.516522
0.579681,0.729896,0.822806,0.51647
0.579623,0.729757,0.822724,0.516419
0.579565,0.729617,0.822642,0.516367
0.579507,0.729477,0.822559,0.516316
0.579449,0.729338,0.822477,0.516264
0.579391,0.729198,0.822395,0.516212
0.579333,0.729059,0.822313,0.516161
0.579275,0.728919,0.82223,0.516109
0.579217,0.72878,0.822148,0.516057
0.579159,0.728641,0.822066,0.516006
0.579101,0.728501,0.821984,0.515954
0.579043,0.728362,0.821901,0.515903
0.578985,0.728222,0.821819,0.515851
0.578928,0.728083,0.821737,0.515799
0.57887,0.727944,0.821655,0.515748
0.578812,0.727805,0.821573,0.515696
0.578754,0.727665,0.821491,0.515645
0.578696,0.727526,0.821408,0.515593
0.578638,0.727387,0.821326,0.515542
0.57858,0.727248,0.821244,0.51549
0.578522,0.727109,0.821162,0.515439
0.578465,0.72697,0.82108,0.515387
0.578407,0.72683,0.820998,0.515335
0.578349,0.726691,0.820916,0.515284
0.578291,0.726552,0.820834,0.515232
0.578233,0.726413,0.820752,0.515181
0.578175,0.726274,0.820669,0.515129
0.578118,0.726135,0.820587,0.515078
0.57806,0.725997,0.820505,0.515026
0.578002,0.725858,0.820423,0.514975
0.577944,0.725719,0.820341,0.514923
0.577886,0.72558,0.820259,0.514872
0.577829,0.725441,0.820177,0.51482
0.577771,0.725302,0.820095,0.514769
0.577713,0.725164,0.820013,0.514717
0.577655,0.725025,0.819931,0.514666
0.577597,0.724886,0.819849,0.514614
0.57754,0.724747,0.819767,0.514563
0.577482,0.724609,0.819685,0.514512
0.577424,0.72447,0.819603,0.51446
0.577366,0.724332,0.819521,0.514409
0.577309,0.724193,0.819439,0.514357
0.577251,0.724055,0.819357,0.514306
0.577193,0.723916,0.819275,0.514254
0.577136,0.723777,0.819194,0.514203
0.577078,0.723639,0.819112,0.514151
0.57702,0.723501,0.81903,0.5141
0.576962,0.723362,0.818948,0.514049
0.576905,0.723224,0.818866,0.513997
0.576847,0.723085,0.818784,0.513946
0.576789,0.722947,0.818702,0.513894
0.576732,0.722809,0.81862,0.513843
0.576674,0.722671,0.818538,0.513792
0.576616,0.722532,0.818457,0.51374
0.576559,0.722394,0.818375,0.513689
0.576501,0.722256,0.818293,0.513638
0.576443,0.722118,0.818211,0.513586
0.576386,0.721979,0.818129,0.513535
0.576328,0.721841,0.818047,0.513483
0.57627,0.721703,0.817966,0.513432
0.576213,0.721565,0.817884,0.513381
0.576155,0.721427,0.817802,0.513329
0.576098,0.721289,0.81772,0.513278
0.57604,0.721151,0.817638,0.513227
0.575982,0.721013,0.817557,0.513175
0.575925,0.720875,0.817475,0.513124
0.575867,0.720737,0.817393,0.513073
0.57581,0.720599,0.817311,0.513022
0.575752,0.720462,0.81723,0.51297
0.575694,0.720324,0.817148,0.512919
0.575637,0.720186,0.817066,0.512868
0.575579,0.720048,0.816985,0.512816
0.575522,0.71991,0.816903,0.512765
0.575464,0.719773,0.816821,0.512714
0.575407,0.719635,0.81674,0.512663
0.575349,0.719497,0.816658,0.512611
0.575292,0.71936,0.816576,0.51256
0.575234,0.719222,0.816495,0.512509
0.575177,0.719084,0.816413,0.512457
0.575119,0.718947,0.816331,0.512406
0.575061,0.718809,0.81625,0.512355
0.575004,0.718672,0.816168,0.512304
0.574946,0.718534,0.816086,0.512253
0.574889,0.718397,0.816005,0.512201
0.574831,0.718259,0.815923,0.51215
0.574774,0.718122,0.815842,0.512099
0.574717,0.717985,0.81576,0.512048
0.574659,0.717847,0.815678,0.511996
0.574602,0.71771,0.815597,0.511945
0.574544,0.717573,0.815515,0.511894
0.574487,0.717435,0.815434,0.511843
0.574429,0.717298,0.815352,0.511792
0.574372,0.717161,0.815271,0.511741
0.574314,0.717024,0.815189,0.511689
0.574257,0.716887,0.815108,0.511638
0.574199,0.716749,0.815026,0.511587
0.574142,0.716612,0.814945,0.511536
0.574085,0.716475,0.814863,0.511485
0.574027,0.716338,0.814782,0.511434
0.57397,0.716201,0.8147,0.511382
0.573912,0.716064,0.814619,0.511331
0.573855,0.715927,0.814537,0.51128
0.573798,0.71579,0.814456,0.511229
0.57374,0.715653,0.814374,0.511178
0.573683,0.715516,0.814293,0.511127
0.573626,0.715379,0.814211,0.511076
0.573568,0.715243,0.81413,0.511025
0.573511,0.715106,0.814049,0.510973
0.573453,0.714969,0.813967,0.510922
0.573396,0.714832,0.813886,0.510871
0.573339,0.714695,0.813804,0.51082
0.573281,0.714559,0.813723,0.510769
0.573224,0.714422,0.813642,0.510718
0.573167,0.714285,0.81356,0.510667
0.573109,0.714149,0.813479,0.510616
0.573052,0.714012,0.813398,0.510565
0.572995,0.713875,0.813316,0.510514
0.572938,0.713739,0.813235,0.510463
0.57288,0.713602,0.813154,0.510412
0.572537,0.713466,0.813072,0.510361
0.572193,0.713329,0.812991,0.51031
0.57185,0.713193,0.81291,0.510259
0.571507,0.713056,0.812828,0.510208
0.571164,0.71292,0.812747,0.510156
0.570821,0.712784,0.812666,0.510105
0.570479,0.712647,0.812585,0.510054
0.570136,0.712511,0.812503,0.510003
0.569794,0.712374,0.812422,0.509952
0.569453,0.712238,0.812341,0.509901
0.569111,0.712102,0.81226,0.50985
0.568769,0.711966,0.812178,0.509799
0.568428,0.71183,0.812097,0.509749
0.568087,0.711693,0.812016,0.509698
0.567746,0.711557,0.811935,0.509647
0.567406,0.711421,0.811853,0.509596
0.567065,0.711285,0.811772,0.509545
0.566725,0.711149,0.811691,0.509494
0.566385,0.711013,0.81161,0.509443
0.566045,0.710877,0.811529,0.509392
0.565706,0.710741,0.811448,0.509341
0.565366,0.710605,0.811367,0.50929
0.565027,0.710469,0.811285,0.509239
0.564688,0.710333,0.811204,0.509188
0.564349,0.710197,0.811123,0.509137
0.564011,0.710061,0.811042,0.509086
0.563672,0.709925,0.810961,0.509035
0.563334,0.70979,0.81088,0.508984
0.562996,0.709654,0.810799,0.508934
0.562658,0.709518,0.810718,0.508883
0.562321,0.709382,0.810637,0.508832
0.561984,0.709247,0.810556,0.508781
