energy,productivity,fun,hunger
0.59184,0.51456,0.568074,0.659611
0.591781,0.514483,0.568017,0.659545
0.591426,0.514406,0.567961,0.659479
0.591071,0.51433,0.567904,0.659413
0.590717,0.514253,0.567847,0.659347
0.590362,0.514177,0.56779,0.659281
0.590008,0.5141,0.567733,0.659215
0.589654,0.514023,0.567677,0.659149
0.5893,0.513947,0.56762,0.659083
0.588947,0.51387,0.567563,0.659017
0.588593,0.513794,0.567506,0.658952
0.58824,0.513717,0.56745,0.658886
0.587887,0.513641,0.567393,0.65882
0.587535,0.513564,0.567336,0.658754
0.587182,0.513488,0.567279,0.658688
0.58683,0.513411,0.567223,0.658622
0.586478,0.513335,0.567166,0.658556
0.586126,0.513258,0.567109,0.65849
0.585774,0.513182,0.567053,0.658425
0.585423,0.513105,0.566996,0.658359
0.585072,0.513029,0.566939,0.658293
0.584721,0.512952,0.566882,0.658227
0.58437,0.512876,0.566826,0.658161
0.584019,0.5128,0.566769,0.658095
0.583669,0.512723,0.566712,0.65803
0.583319,0.512647,0.566656,0.657964
0.582969,0.51257,0.566599,0.657898
0.582619,0.512494,0.566542,0.657832
0.580813,0.51293,0.56422,0.657766
0.579013,0.513367,0.561907,0.657701
0.577218,0.513803,0.559603,0.657635
0.575429,0.514241,0.557309,0.657569
0.573645,0.514678,0.555024,0.657503
0.571867,0.515116,0.552749,0.657438
0.570094,0.515554,0.550483,0.657372
0.568327,0.515993,0.548226,0.657306
0.566566,0.516432,0.545979,0.65724
0.564809,0.516871,0.54374,0.657175
0.563059,0.517311,0.541511,0.657109
0.561313,0.517751,0.539291,0.657043
0.559573,0.518192,0.53708,0.656978
0.557839,0.518633,0.534878,0.656912
0.55611,0.519074,0.532686,0.656846
0.554386,0.519516,0.530502,0.656781
0.552668,0.519958,0.528327,0.656715
0.550955,0.5204,0.526161,0.656649
0.549247,0.520843,0.524004,0.656583
0.547544,0.521286,0.521856,0.656518
0.545847,0.52173,0.519716,0.656452
0.544155,0.522174,0.517586,0.656387
0.542468,0.522618,0.515464,0.656321
0.540787,0.523063,0.513351,0.656255
0.539111,0.523508,0.511246,0.65619
0.537439,0.523953,0.50915,0.656124
0.535774,0.524399,0.507063,0.656058
0.534113,0.524845,0.504984,0.655993
0.532457,0.525292,0.502914,0.655927
0.530807,0.525739,0.500852,0.655862
0.529161,0.526186,0.498799,0.655796
0.527521,0.526634,0.496754,0.65573
0.525886,0.527082,0.494718,0.655665
0.524256,0.527531,0.492689,0.655599
0.522631,0.527979,0.49067,0.655534
0.521011,0.528429,0.488658,0.655468
0.519396,0.528878,0.486655,0.655403
0.517786,0.529328,0.48466,0.655337
0.516181,0.529779,0.482673,0.655272
0.514581,0.530229,0.480694,0.655206
0.512986,0.530681,0.478723,0.655141
0.511396,0.531132,0.476761,0.655075
0.509811,0.531584,0.474806,0.655009
0.50823,0.532036,0.47286,0.654944
0.506655,0.532489,0.470921,0.654879
0.505085,0.532942,0.468991,0.654813
0.503519,0.533396,0.467068,0.654748
0.501958,0.533849,0.465153,0.654682
0.500402,0.534304,0.463246,0.654617
0.498851,0.534758,0.461347,0.654551
0.497305,0.535213,0.459456,0.654486
0.495763,0.535669,0.457572,0.65442
0.494227,0.536125,0.455696,0.654355
0.492695,0.536581,0.453828,0.654289
0.491168,0.537037,0.451968,0.654224
0.489645,0.537494,0.450115,0.654158
0.488127,0.537952,0.448269,0.654093
0.486614,0.538409,0.446432,0.654028
0.485106,0.538867,0.444602,0.653962
0.483602,0.539326,0.442779,0.653897
0.482103,0.539785,0.440964,0.653831
0.480609,0.540244,0.439156,0.653766
0.479119,0.540704,0.437355,0.653701
0.477634,0.541164,0.435562,0.653635
0.476153,0.541624,0.433777,0.65357
0.474677,0.542085,0.431999,0.653505
0.473206,0.542547,0.430228,0.653439
0.471739,0.543008,0.428464,0.653374
0.470277,0.54347,0.426707,0.653309
0.468819,0.543933,0.424958,0.653243
0.467366,0.544395,0.423216,0.653178
0.465917,0.544859,0.421481,0.653113
0.464473,0.545322,0.419753,0.653047
0.463034,0.545786,0.418032,0.652982
0.461598,0.546251,0.416318,0.652917
0.460167,0.546715,0.414612,0.652851
0.458741,0.547181,0.412912,0.652786
0.457319,0.547646,0.411219,0.652721
0.455902,0.548112,0.409533,0.652656
0.454488,0.548579,0.407854,0.65259
0.45308,0.549045,0.406182,0.652525
0.451675,0.549513,0.404517,0.65246
0.450275,0.54998,0.402859,0.652395
0.448879,0.550448,0.401207,0.652329
0.447488,0.550916,0.399562,0.652264
0.446101,0.551385,0.397924,0.652199
0.444718,0.551854,0.396293,0.652134
0.44334,0.552324,0.394668,0.652068
0.441965,0.552794,0.39305,0.652003
0.440596,0.553264,0.391439,0.651938
0.43923,0.553735,0.389834,0.651873
0.437868,0.554206,0.388236,0.651808
0.436511,0.554678,0.386644,0.651742
0.435158,0.55515,0.385059,0.651677
0.433809,0.555622,0.383481,0.651612
0.432464,0.556095,0.381909,0.651547
0.431124,0.556568,0.380343,0.651482
0.429788,0.557042,0.378784,0.651417
0.428455,0.557516,0.377231,0.651352
0.427127,0.55799,0.375684,0.651286
0.425803,0.558465,0.374144,0.651221
0.424483,0.55894,0.37261,0.651156
0.423168,0.559416,0.371083,0.651091
0.421856,0.559892,0.369562,0.651026
0.420548,0.560368,0.368046,0.650961
0.419245,0.560845,0.366538,0.650896
0.417945,0.561322,0.365035,0.650831
0.41665,0.5618,0.363538,0.650766
0.415358,0.562278,0.362048,0.6507
0.414071,0.562756,0.360564,0.650635
0.412787,0.563235,0.359086,0.65057
0.411508,0.563714,0.357614,0.650505
0.410232,0.564194,0.356147,0.65044
0.408961,0.564674,0.354687,0.650375
0.407693,0.565154,0.353233,0.65031
0.406429,0.565635,0.351785,0.650245
0.405169,0.566116,0.350343,0.65018
0.403914,0.566598,0.348907,0.650115
0.402662,0.56708,0.347476,0.65005
0.401413,0.567563,0.346052,0.649985
0.400169,0.568046,0.344633,0.64992
0.398929,0.568529,0.34322,0.649855
0.397692,0.569013,0.341813,0.64979
