energy,productivity,fun,hunger
0.744865,0.694925,0.928081,0.639501
0.744791,0.694837,0.955828,0.639437
0.744344,0.694748,0.955733,0.639373
0.743897,0.69466,0.955637,0.639309
0.743451,0.694571,0.955542,0.639245
0.743005,0.694483,0.955446,0.639181
0.742559,0.694394,0.95535,0.639117
0.742114,0.694306,0.955255,0.639053
0.741669,0.694218,0.955159,0.638989
0.741224,0.694129,0.955064,0.638926
0.740779,0.694041,0.954968,0.638862
0.740334,0.693953,0.954873,0.638798
0.73989,0.693864,0.954777,0.638734
0.739446,0.693776,0.954682,0.63867
0.739003,0.693688,0.954586,0.638606
0.738559,0.693599,0.954491,0.638542
0.738116,0.693511,0.954396,0.638478
0.737674,0.693423,0.9543,0.638415
0.737231,0.693334,0.954205,0.638351
0.736789,0.693246,0.954109,0.638287
0.736347,0.693158,0.954014,0.638223
0.735905,0.69307,0.953918,0.638159
0.735463,0.692981,0.953823,0.638095
0.735022,0.692893,0.953728,0.638032
0.734581,0.692805,0.953632,0.637968
0.73414,0.692717,0.953537,0.637904
0.7337,0.692629,0.953442,0.63784
0.73326,0.69254,0.953346,0.637776
0.73282,0.692452,0.953251,0.637713
0.73238,0.692364,0.953156,0.637649
0.731941,0.692276,0.95306,0.637585
0.731502,0.692188,0.952965,0.637521
0.731063,0.6921,0.95287,0.637458
0.730624,0.692012,0.952774,0.637394
0.730186,0.691924,0.952679,0.63733
0.729748,0.691835,0.952584,0.637266
0.72931,0.691747,0.952489,0.637203
0.728872,0.691659,0.952393,0.637139
0.728435,0.691571,0.952298,0.637075
0.727998,0.691483,0.952203,0.637012
0.727561,0.691395,0.952108,0.636948
0.727125,0.691307,0.952012,0.636884
0.726689,0.691219,0.951917,0.63682
0.726253,0.691131,0.951822,0.636757
0.725817,0.691043,0.951727,0.636693
0.725381,0.690955,0.951632,0.636629
0.725309,0.690867,0.951536,0.636566
0.725236,0.690779,0.979985,0.636502
0.724801,0.690691,0.979887,0.636438
0.724366,0.690604,0.979789,0.636375
0.723932,0.690516,0.979691,0.636311
0.723498,0.690428,0.979593,0.636248
0.723063,0.69034,0.979495,0.636184
0.72263,0.690252,0.979397,0.63612
0.722196,0.690164,0.979299,0.636057
0.721763,0.690076,0.979201,0.635993
0.72133,0.689988,0.979103,0.63593
0.720897,0.689901,0.979005,0.635866
0.720465,0.689813,0.978907,0.635802
0.720032,0.689725,0.978809,0.635739
0.7196,0.689637,0.978711,0.635675
0.719169,0.689549,0.978613,0.635612
0.718737,0.689462,0.978516,0.635548
0.718306,0.689374,0.978418,0.635484
0.717875,0.689286,0.97832,0.635421
0.717444,0.689198,0.978222,0.635357
0.717014,0.689111,0.978124,0.635294
0.716584,0.689023,0.978026,0.63523
0.716154,0.688935,0.977929,0.635167
0.716082,0.688847,0.977831,0.635103
0.716011,0.68876,1,0.63504
0.715581,0.688672,0.9999,0.634976
0.715152,0.688584,0.9998,0.634913
0.714723,0.688497,0.9997,0.634849
0.714294,0.688409,0.9996,0.634786
0.713865,0.688321,0.9995,0.634722
0.713437,0.688234,0.9994,0.634659
0.713009,0.688146,0.9993,0.634595
0.712581,0.688059,0.9992,0.634532
0.712154,0.687971,0.9991,0.634468
0.711726,0.687883,0.999,0.634405
0.711299,0.687796,0.998901,0.634342
0.710873,0.687708,0.998801,0.634278
0.710446,0.687621,0.998701,0.634215
0.71002,0.687533,0.998601,0.634151
0.709594,0.687446,0.998501,0.634088
0.709168,0.687358,0.998401,0.634024
0.708743,0.687271,0.998301,0.633961
0.708318,0.687183,0.998202,0.633898
0.707893,0.687096,0.998102,0.633834
0.707468,0.687008,0.998002,0.633771
0.707044,0.686921,0.997902,0.633708
0.706619,0.686833,0.997802,0.633644
0.706195,0.686746,0.997703,0.633581
0.705772,0.686658,0.997603,0.633517
0.705348,0.686571,0.997503,0.633454
0.704925,0.686484,0.997403,0.633391
0.704502,0.686396,0.997304,0.633327
0.70408,0.686309,0.997204,0.633264
0.703657,0.686222,0.997104,0.633201
0.703235,0.686134,0.997004,0.633137
0.702813,0.686047,0.996905,0.633074
0.702743,0.685959,0.996805,0.633011
0.702672,0.685872,1,0.632948
0.702251,0.685785,0.9999,0.632884
0.70183,0.685698,0.9998,0.632821
0.701409,0.68561,0.9997,0.632758
0.700988,0.685523,0.9996,0.632694
0.700567,0.685436,0.9995,0.632631
0.700147,0.685348,0.9994,0.632568
0.699727,0.685261,0.9993,0.632505
0.699307,0.685174,0.9992,0.632441
0.698887,0.685087,0.9991,0.632378
0.698468,0.685,0.999,0.632315
0.698049,0.684912,0.998901,0.632252
0.69763,0.684825,0.998801,0.632188
0.697212,0.684738,0.998701,0.632125
0.696793,0.684651,0.998601,0.632062
0.696724,0.684564,0.998501,0.631999
0.696654,0.684477,1,0.631936
0.696236,0.684389,0.9999,0.631872
0.695818,0.684302,0.9998,0.631809
0.695401,0.684215,0.9997,0.631746
0.694984,0.684128,0.9996,0.631683
0.694567,0.684041,0.9995,0.63162
0.69415,0.683954,0.9994,0.631556
0.693734,0.683867,0.9993,0.631493
0.693317,0.68378,0.9992,0.63143
0.692902,0.683693,0.9991,0.631367
0.692486,0.683606,0.999,0.631304
0.69207,0.683519,0.998901,0.631241
0.691655,0.683432,0.998801,0.631178
0.69124,0.683345,0.998701,0.631115
0.690825,0.683258,0.998601,0.631051
0.690411,0.683171,0.998501,0.630988
