energy,productivity,fun,hunger
0.757088,0.874725,0.592264,0.66428
0.757012,0.874573,0.592205,0.664213
0.756558,0.87442,0.592145,0.664147
0.756104,0.874268,0.592086,0.66408
0.75565,0.874115,0.592027,0.664014
0.755197,0.873963,0.591968,0.663948
0.754744,0.87381,0.591909,0.663881
0.754291,0.873658,0.591849,0.663815
0.753839,0.873506,0.59179,0.663748
0.753386,0.873354,0.591731,0.663682
0.752934,0.873201,0.591672,0.663616
0.752483,0.873049,0.591613,0.663549
0.752031,0.872897,0.591553,0.663483
0.75158,0.872745,0.591494,0.663417
0.751129,0.872593,0.591435,0.66335
0.750678,0.87244,0.591376,0.663284
0.750228,0.872288,0.591317,0.663218
0.749778,0.872136,0.591258,0.663151
0.749328,0.871984,0.591199,0.663085
0.748879,0.871832,0.59114,0.663019
0.748429,0.87168,0.59108,0.662952
0.74798,0.871528,0.591021,0.662886
0.747531,0.871376,0.590962,0.66282
0.747083,0.871224,0.590903,0.662753
0.746635,0.871073,0.590844,0.662687
0.746187,0.870921,0.590785,0.662621
0.745739,0.870769,0.590726,0.662555
0.745292,0.870617,0.590667,0.662488
0.744845,0.870465,0.590608,0.662422
0.744398,0.870314,0.590549,0.662356
0.743951,0.870162,0.59049,0.66229
0.743505,0.87001,0.590431,0.662223
0.743059,0.869858,0.590371,0.662157
0.742613,0.869707,0.590312,0.662091
0.742167,0.869555,0.590253,0.662025
0.741722,0.869404,0.590194,0.661959
0.741277,0.869252,0.590135,0.661892
0.740832,0.8691,0.590076,0.661826
0.740388,0.868949,0.590017,0.66176
0.739944,0.868798,0.589958,0.661694
0.7395,0.868646,0.589899,0.661628
0.739056,0.868495,0.58984,0.661562
0.738613,0.868343,0.589781,0.661495
0.73817,0.868192,0.589722,0.661429
0.737727,0.86804,0.589663,0.661363
0.737284,0.867889,0.589604,0.661297
0.736842,0.867738,0.589546,0.661231
0.7364,0.867587,0.589487,0.661165
0.735958,0.867435,0.589428,0.661099
0.735516,0.867284,0.589369,0.661032
0.735075,0.867133,0.58931,0.660966
0.734634,0.866982,0.589251,0.6609
0.734561,0.866831,0.589192,0.660834
0.734487,0.866679,0.589133,0.660768
0.734414,0.866528,0.589074,0.660702
0.73434,0.866377,0.589015,0.660636
0.734267,0.866226,0.588956,0.66057
0.734193,0.866075,0.588897,0.660504
0.73412,0.865924,0.588838,0.660438
0.734047,0.865773,0.58878,0.660372
0.733973,0.865622,0.588721,0.660306
0.7339,0.865472,0.588662,0.66024
0.733826,0.865321,0.588603,0.660174
0.733753,0.86517,0.588544,0.660108
0.73368,0.865019,0.588485,0.660042
0.733606,0.864868,0.588426,0.659976
0.733533,0.864717,0.588368,0.65991
0.73346,0.864567,0.588309,0.659844
0.733386,0.864416,0.58825,0.659778
0.733313,0.864265,0.588191,0.659712
