energy,productivity,fun,hunger
0.765005,0.694938,0.781327,0.854435
0.764929,0.694875,0.804686,0.854349
0.76447,0.694812,0.804605,0.854264
0.764011,0.694749,0.804525,0.854179
0.763553,0.694686,0.804445,0.854093
0.763095,0.694623,0.804364,0.854008
0.762637,0.694561,0.804284,0.853922
0.762179,0.694498,0.804203,0.853837
0.761722,0.694435,0.804123,0.853752
0.761265,0.694372,0.804042,0.853666
0.760808,0.69431,0.803962,0.853581
0.760352,0.694247,0.803882,0.853495
0.759896,0.694184,0.803801,0.85341
0.75944,0.694121,0.803721,0.853325
0.758984,0.694058,0.80364,0.853239
0.758529,0.693996,0.80356,0.853154
0.758074,0.693933,0.80348,0.853069
0.757619,0.69387,0.803399,0.852984
0.757165,0.693808,0.803319,0.852898
0.75671,0.693745,0.803239,0.852813
0.756256,0.693682,0.803158,0.852728
0.755803,0.693619,0.803078,0.852642
0.755349,0.693557,0.802998,0.852557
0.754896,0.693494,0.802917,0.852472
0.754443,0.693431,0.802837,0.852387
0.75399,0.693369,0.802757,0.852301
0.753538,0.693306,0.802677,0.852216
0.753086,0.693243,0.802596,0.852131
0.752634,0.693181,0.802516,0.852046
0.752183,0.693118,0.802436,0.85196
0.751731,0.693055,0.802356,0.851875
0.75128,0.692993,0.802275,0.85179
0.75083,0.69293,0.802195,0.851705
0.750379,0.692867,0.802115,0.85162
0.749929,0.692805,0.802035,0.851535
0.749479,0.692742,0.801955,0.851449
0.749029,0.692679,0.801874,0.851364
0.74858,0.692617,0.801794,0.851279
0.748131,0.692554,0.801714,0.851194
0.747682,0.692491,0.801634,0.851109
0.747233,0.692429,0.801554,0.851024
0.746785,0.692366,0.801473,0.850939
0.746337,0.692304,0.801393,0.850854
0.745889,0.692241,0.801313,0.850769
0.745442,0.692178,0.801233,0.850683
0.744995,0.692116,0.801153,0.850598
0.744548,0.692053,0.801073,0.850513
0.744101,0.691991,0.800993,0.850428
0.743655,0.691928,0.800913,0.850343
0.743208,0.691866,0.800832,0.850258
0.742763,0.691803,0.800752,0.850173
0.742317,0.691741,0.800672,0.850088
0.741872,0.691678,0.800592,0.850003
0.741426,0.691615,0.800512,0.849918
0.740982,0.691553,0.800432,0.849833
0.740537,0.69149,0.800352,0.849748
0.740093,0.691428,0.800272,0.849663
0.739649,0.691365,0.800192,0.849578
0.739205,0.691303,0.800112,0.849493
0.738762,0.69124,0.800032,0.849408
0.738318,0.691178,0.799952,0.849323
0.738245,0.691115,0.799872,0.849238
0.738171,0.691053,0.823786,0.849154
0.737728,0.69099,0.823703,0.849069
0.737285,0.690928,0.823621,0.848984
0.736843,0.690866,0.823539,0.848899
0.736401,0.690803,0.823456,0.848814
0.735959,0.690741,0.823374,0.848729
0.735517,0.690678,0.823292,0.848644
0.735076,0.690616,0.823209,0.848559
0.734635,0.690553,0.823127,0.848474
0.734194,0.690491,0.823045,0.84839
0.733754,0.690428,0.822962,0.848305
0.733314,0.690366,0.82288,0.84822
0.732874,0.690304,0.822798,0.848135
0.732434,0.690241,0.822716,0.84805
0.731995,0.690179,0.822633,0.847965
0.731556,0.690116,0.822551,0.847881
0.731117,0.690054,0.822469,0.847796
0.730678,0.689992,0.822386,0.847711
0.73024,0.689929,0.822304,0.847626
0.729802,0.689867,0.822222,0.847542
0.729364,0.689804,0.82214,0.847457
0.728926,0.689742,0.822058,0.847372
0.728489,0.68968,0.821975,0.847287
0.728052,0.689617,0.821893,0.847203
0.727615,0.689555,0.821811,0.847118
0.727178,0.689493,0.821729,0.847033
0.726742,0.68943,0.821647,0.846948
0.726669,0.689368,0.821564,0.846864
0.726597,0.689306,0.846127,0.846779
0.726161,0.689243,0.846042,0.846694
0.725725,0.689181,0.845958,0.84661
0.72529,0.689119,0.845873,0.846525
0.724855,0.689056,0.845788,0.84644
0.72442,0.688994,0.845704,0.846356
0.723985,0.688932,0.845619,0.846271
