energy,productivity,fun,hunger
0.812713,0.700651,0.680826,0.403025
0.812632,0.700538,0.680758,0.402985
0.812145,0.700426,0.68069,0.402945
0.811657,0.700313,0.680622,0.402904
0.81117,0.700201,0.680554,0.402864
0.810684,0.700088,0.680486,0.402824
0.810197,0.699976,0.680418,0.402783
0.809711,0.699863,0.68035,0.402743
0.809226,0.699751,0.680282,0.402703
0.80874,0.699638,0.680214,0.402663
0.808255,0.699526,0.680146,0.402622
0.80777,0.699414,0.680078,0.402582
0.807285,0.699301,0.68001,0.402542
0.806801,0.699189,0.679942,0.402502
0.806317,0.699077,0.679874,0.402461
0.805833,0.698964,0.679806,0.402421
0.80535,0.698852,0.679738,0.402381
0.804867,0.69874,0.67967,0.402341
0.804384,0.698628,0.679602,0.4023
0.803901,0.698516,0.679534,0.40226
0.803419,0.698403,0.679466,0.40222
0.802937,0.698291,0.679398,0.40218
0.802455,0.698179,0.67933,0.402139
0.801974,0.698067,0.679262,0.402099
0.801492,0.697955,0.679194,0.402059
0.801012,0.697843,0.679126,0.402019
0.800531,0.697731,0.679059,0.401979
0.800051,0.697619,0.678991,0.401938
0.799571,0.697506,0.678923,0.401898
0.799091,0.697394,0.678855,0.401858
0.798612,0.697282,0.678787,0.401818
0.798133,0.69717,0.678719,0.401778
0.797654,0.697058,0.678651,0.401737
0.797175,0.696946,0.678583,0.401697
0.796697,0.696835,0.678516,0.401657
0.796219,0.696723,0.678448,0.401617
0.795741,0.696611,0.67838,0.401577
0.795264,0.696499,0.678312,0.401537
0.794787,0.696387,0.678244,0.401496
0.79431,0.696275,0.678176,0.401456
0.793833,0.696163,0.678108,0.401416
0.793357,0.696051,0.678041,0.401376
0.792881,0.69594,0.677973,0.401336
0.792802,0.695828,0.677905,0.401296
0.792723,0.695716,0.677837,0.401256
0.792643,0.695604,0.67777,0.401215
0.792564,0.695493,0.677702,0.401175
0.792485,0.695381,0.677634,0.401135
0.792405,0.695269,0.677566,0.401095
0.792326,0.695158,0.677498,0.401055
0.792247,0.695046,0.677431,0.401015
0.792168,0.694934,0.677363,0.400975
0.792089,0.694823,0.677295,0.400935
0.792009,0.694711,0.677227,0.400895
0.79193,0.6946,0.67716,0.400855
0.791851,0.694488,0.677092,0.400814
0.791772,0.694376,0.677024,0.400774
0.791693,0.694265,0.676957,0.400734
0.791613,0.694153,0.676889,0.400694
0.791534,0.694042,0.676821,0.400654
0.791455,0.69393,0.676754,0.400614
0.791376,0.693819,0.676686,0.400574
0.791297,0.693707,0.676618,0.400534
0.791218,0.693596,0.676551,0.400494
0.791139,0.693485,0.676483,0.400454
0.791059,0.693373,0.676415,0.400414
0.79098,0.693262,0.676348,0.400374
0.790901,0.693151,0.67628,0.400334
0.790822,0.693039,0.676212,0.400294
0.790743,0.692928,0.676145,0.400254
0.790664,0.692817,0.676077,0.400214
0.790585,0.692705,0.67601,0.400174
0.790506,0.692594,0.675942,0.400134
0.790427,0.692483,0.675874,0.400094
0.790348,0.692372,0.675807,0.400054
0.790269,0.69226,0.675739,0.400014
0.79019,0.692149,0.675672,0.399974
0.790111,0.692038,0.675604,0.399934
0.790032,0.691927,0.675536,0.399894
0.789953,0.691816,0.675469,0.399854
0.789874,0.691705,0.675401,0.399814
0.789795,0.691594,0.675334,0.399774
0.789716,0.691482,0.675266,0.399734
0.789637,0.691371,0.675199,0.399694
0.789558,0.69126,0.675131,0.399654
0.789479,0.691149,0.675064,0.399614
0.7894,0.691038,0.674996,0.399574
0.789321,0.690927,0.674929,0.399534
0.789242,0.690816,0.674861,0.399494
0.789163,0.690705,0.674794,0.399454
0.789084,0.690594,0.674726,0.399414
0.789005,0.690484,0.674659,0.399374
0.788926,0.690373,0.674591,0.399334
0.788847,0.690262,0.674524,0.399294
0.788769,0.690151,0.674456,0.399254
0.78869,0.69004,0.674389,0.399214
0.788611,0.689929,0.674322,0.399174
0.788532,0.689818,0.674254,0.399134
0.788453,0.689708,0.674187,0.399095
0.788374,0.689597,0.674119,0.399055
0.788295,0.689486,0.674052,0.399015
0.788217,0.689375,0.673984,0.398975
0.788138,0.689265,0.673917,0.398935
0.788059,0.689154,0.67385,0.398895
0.78798,0.689043,0.673782,0.398855
0.787901,0.688933,0.673715,0.398815
0.787823,0.688822,0.673647,0.398775
0.787744,0.688711,0.67358,0.398736
0.787665,0.688601,0.673513,0.398696
0.787586,0.68849,0.673445,0.398656
0.787508,0.688379,0.673378,0.398616
0.787429,0.688269,0.673311,0.398576
0.78735,0.688158,0.673243,0.398536
0.787271,0.688048,0.673176,0.398496
0.787193,0.687937,0.673109,0.398456
0.787114,0.687827,0.673041,0.398417
0.787035,0.687716,0.672974,0.398377
0.786956,0.687606,0.672907,0.398337
0.786878,0.687495,0.67284,0.398297
0.786799,0.687385,0.672772,0.398257
0.78672,0.687275,0.672705,0.398217
0.786642,0.687164,0.672638,0.398178
0.786563,0.687054,0.67257,0.398138
0.786484,0.686944,0.672503,0.398098
0.786406,0.686833,0.672436,0.398058
0.786327,0.686723,0.672369,0.398018
0.786248,0.686613,0.672301,0.397979
0.78617,0.686502,0.672234,0.397939
0.786091,0.686392,0.672167,0.397899
0.786013,0.686282,0.6721,0.397859
0.785934,0.686172,0.672033,0.397819
0.785855,0.686061,0.671965,0.39778
0.785777,0.685951,0.671898,0.39774
0.785698,0.685841,0.671831,0.3977
0.78562,0.685731,0.671764,0.39766
0.785541,0.685621,0.671697,0.397621
0.785463,0.685511,0.671629,0.397581
0.785384,0.6854,0.671562,0.397541
0.785305,0.68529,0.671495,0.397501
0.785227,0.68518,0.671428,0.397462
0.785148,0.68507,0.671361,0.397422
0.78507,0.68496,0.671294,0.397382
0.784991,0.68485,0.671227,0.397342
0.784913,0.68474,0.671159,0.397303
0.784834,0.68463,0.671092,0.397263
0.784756,0.68452,0.671025,0.397223
0.784677,0.68441,0.670958,0.397183
0.784599,0.6843,0.670891,0.397144
0.784521,0.68419,0.670824,0.397104
0.784442,0.684081,0.670757,0.397064
0.784364,0.683971,0.67069,0.397025
0.784285,0.683861,0.670623,0.396985
