energy,productivity,fun,hunger
0.564493,0.653049,0.715613,0.763988
0.564436,0.653034,0.715541,0.763912
0.56438,0.653018,0.71547,0.763835
0.564324,0.653002,0.715398,0.763759
0.564267,0.652986,0.715327,0.763682
0.564211,0.652971,0.715255,0.763606
0.564154,0.652955,0.715184,0.76353
0.564098,0.652939,0.715112,0.763453
0.564042,0.652924,0.715041,0.763377
0.563985,0.652908,0.714969,0.763301
0.563929,0.652892,0.714898,0.763224
0.563872,0.652876,0.714826,0.763148
0.563816,0.652861,0.714755,0.763072
0.56376,0.652845,0.714683,0.762995
0.563703,0.652829,0.714612,0.762919
0.563647,0.652814,0.71454,0.762843
0.56359,0.652798,0.714469,0.762767
0.563534,0.652782,0.714397,0.76269
0.563478,0.652767,0.714326,0.762614
0.563421,0.652751,0.714254,0.762538
0.563365,0.652735,0.714183,0.762461
0.563309,0.652719,0.714112,0.762385
0.563252,0.652704,0.71404,0.762309
0.563196,0.652688,0.713969,0.762233
0.56314,0.652672,0.713897,0.762157
0.563083,0.652657,0.713826,0.76208
0.563027,0.652641,0.713755,0.762004
0.562971,0.652625,0.713683,0.761928
0.562914,0.65261,0.713612,0.761852
0.562858,0.652594,0.71354,0.761776
0.562802,0.652578,0.713469,0.761699
0.562746,0.652562,0.713398,0.761623
0.562689,0.652547,0.713326,0.761547
0.562633,0.652531,0.713255,0.761471
0.562577,0.652515,0.713184,0.761395
0.562521,0.6525,0.713112,0.761319
0.562464,0.652484,0.713041,0.761242
0.562408,0.652468,0.71297,0.761166
0.562352,0.652453,0.712899,0.76109
0.562296,0.652437,0.712827,0.761014
0.562239,0.652421,0.712756,0.760938
0.562183,0.652405,0.712685,0.760862
0.562127,0.65239,0.712613,0.760786
0.562071,0.652374,0.712542,0.76071
0.562015,0.652358,0.712471,0.760634
0.561958,0.652343,0.7124,0.760558
0.561902,0.652327,0.712328,0.760482
0.561846,0.652311,0.712257,0.760406
0.56179,0.652296,0.712186,0.760329
0.561734,0.65228,0.712115,0.760253
0.561677,0.652264,0.712044,0.760177
0.561621,0.652249,0.711972,0.760101
0.561565,0.652233,0.711901,0.760025
0.561509,0.652217,0.71183,0.759949
0.561453,0.652201,0.711759,0.759873
0.561397,0.652186,0.711688,0.759797
0.56134,0.65217,0.711616,0.759721
0.561284,0.652154,0.711545,0.759645
0.561228,0.652139,0.711474,0.759569
0.561172,0.652123,0.711403,0.759494
0.561116,0.652107,0.711332,0.759418
0.56106,0.652092,0.711261,0.759342
0.561004,0.652076,0.71119,0.759266
0.560948,0.65206,0.711118,0.75919
0.560892,0.652045,0.711047,0.759114
0.560835,0.652029,0.710976,0.759038
0.560779,0.652013,0.710905,0.758962
0.560723,0.651998,0.710834,0.758886
0.560667,0.651982,0.710763,0.75881
0.560611,0.651966,0.710692,0.758734
0.560555,0.65195,0.710621,0.758658
0.560499,0.651935,0.71055,0.758583
0.560443,0.651919,0.710479,0.758507
0.560387,0.651903,0.710408,0.758431
0.560331,0.651888,0.731647,0.758355
0.559995,0.651872,0.731574,0.758279
0.559659,0.651856,0.7315,0.758203
0.559323,0.651841,0.731427,0.758128
0.558987,0.651825,0.731354,0.758052
0.558652,0.651809,0.731281,0.757976
0.558317,0.651794,0.731208,0.7579
0.557982,0.651778,0.731135,0.757824
0.557647,0.651762,0.731062,0.757749
0.557313,0.651747,0.730988,0.757673
0.556978,0.651731,0.730915,0.757597
0.556644,0.651715,0.730842,0.757521
0.55631,0.6517,0.730769,0.757446
0.555976,0.651684,0.730696,0.75737
0.555643,0.651668,0.730623,0.757294
0.555309,0.651653,0.73055,0.757218
0.554976,0.651637,0.730477,0.757143
0.554643,0.651621,0.730404,0.757067
0.554311,0.651605,0.730331,0.756991
0.553978,0.65159,0.730258,0.756915
0.553646,0.651574,0.730185,0.75684
0.553314,0.651558,0.730112,0.756764
0.552982,0.651543,0.730039,0.756688
0.55265,0.651527,0.729966,0.756613
0.552318,0.651511,0.729893,0.756537
0.551987,0.651496,0.72982,0.756461
0.551656,0.65148,0.729747,0.756386
0.551325,0.651464,0.729674,0.75631
0.550994,0.651449,0.729601,0.756235
0.550663,0.651433,0.729528,0.756159
0.550333,0.651417,0.729455,0.756083
0.550003,0.651402,0.729382,0.756008
0.549673,0.651386,0.729309,0.755932
0.549618,0.65137,0.729236,0.755857
0.549563,0.651355,0.729163,0.755781
0.549508,0.651339,0.72909,0.755705
0.549453,0.651323,0.729017,0.75563
0.549398,0.651308,0.728944,0.755554
0.549343,0.651292,0.728872,0.755479
0.549288,0.651276,0.728799,0.755403
0.549233,0.651261,0.728726,0.755328
