energy,productivity,fun,hunger
0.779675,0.765232,0.649595,0.860308
0.779597,0.765125,0.64953,0.860222
0.779519,0.765018,0.649465,0.860136
0.779442,0.764911,0.6494,0.86005
0.779364,0.764805,0.649335,0.859964
0.779286,0.764698,0.64927,0.859878
0.779208,0.764591,0.649205,0.859792
0.77913,0.764484,0.64914,0.859706
0.779052,0.764378,0.649076,0.85962
0.778974,0.764271,0.649011,0.859534
0.778896,0.764164,0.648946,0.859448
0.778818,0.764058,0.648881,0.859362
0.77874,0.763951,0.648816,0.859277
0.778662,0.763844,0.648751,0.859191
0.778585,0.763738,0.648686,0.859105
0.778507,0.763631,0.648621,0.859019
0.778429,0.763525,0.648556,0.858933
0.778351,0.763418,0.648492,0.858847
0.778273,0.763311,0.648427,0.858761
0.778195,0.763205,0.648362,0.858675
0.778118,0.763098,0.648297,0.858589
0.77804,0.762992,0.648232,0.858504
0.777962,0.762885,0.648167,0.858418
0.777884,0.762779,0.648103,0.858332
0.777806,0.762672,0.648038,0.858246
0.777729,0.762566,0.647973,0.85816
0.777651,0.762459,0.647908,0.858074
0.777573,0.762353,0.647843,0.857989
0.777495,0.762247,0.647779,0.857903
0.777417,0.76214,0.647714,0.857817
0.77734,0.762034,0.647649,0.857731
0.777262,0.761927,0.647584,0.857645
0.777184,0.761821,0.64752,0.85756
0.777107,0.761715,0.647455,0.857474
0.777029,0.761608,0.64739,0.857388
0.776951,0.761502,0.647325,0.857302
0.776873,0.761396,0.647261,0.857217
0.776796,0.76129,0.647196,0.857131
0.776718,0.761183,0.647131,0.857045
0.77664,0.761077,0.647066,0.85696
0.776563,0.760971,0.647002,0.856874
0.776485,0.760865,0.646937,0.856788
0.776407,0.760758,0.646872,0.856702
0.77633,0.760652,0.646808,0.856617
0.776252,0.760546,0.646743,0.856531
0.776175,0.76044,0.646678,0.856445
0.776097,0.760334,0.646614,0.85636
0.776019,0.760228,0.646549,0.856274
0.775942,0.760121,0.646484,0.856189
0.775864,0.760015,0.64642,0.856103
0.775787,0.759909,0.646355,0.856017
0.775709,0.759803,0.64629,0.855932
0.775631,0.759697,0.646226,0.855846
